gender,event,medal,athlete,abb,country,type,year
Men,50 m Freestyle S3,Bronze,EDSTROM Petter,SWE,Sweden,Swimming,1996
Men,50 m Freestyle S4,Gold,ORIBE Richard,ESP,Spain,Swimming,1996
Men,50 m Freestyle S5,Gold,FUERTES Juan,ESP,Spain,Swimming,1996
Men,50 m Freestyle S5,Silver,LUERIG Lars,GER,Germany,Swimming,1996
Men,50 m Freestyle S5,Bronze,SLECZKA Krzysztof,POL,Poland,Swimming,1996
Men,50 m Freestyle S7,Gold,ALEXANDER Tony,CAN,Canada,Swimming,1996
Men,50 m Freestyle S7,Silver,LINDMANN Eric,FRA,France,Swimming,1996
Men,50 m Freestyle S7,Bronze,IGLESIAS Jesus,ESP,Spain,Swimming,1996
Men,50 m Freestyle S8,Bronze,KIMMIG Holger,GER,Germany,Swimming,1996
Men,50 m Freestyle S9,Gold,BURKETT Brendan,AUS,Australia,Swimming,1996
Men,50 m Freestyle S9,Silver,STURKENBOOM Rutger,NED,Netherlands,Swimming,1996
Men,50 m Freestyle S9,Bronze,ALICEA Luis,USA,USA,Swimming,1996
Men,50 m Freestyle S10,Gold,DE GROOT Alwin,NED,Netherlands,Swimming,1996
Men,50 m Freestyle S10,Silver,LOEFFLER Stefan,GER,Germany,Swimming,1996
Men,50 m Freestyle S10,Bronze,BROCKENSHIRE Scott,AUS,Australia,Swimming,1996
Men,50 m Freestyle B1,Bronze,KELLY Daniel,USA,USA,Swimming,1996
Men,50 m Freestyle B2,Gold,HOLMES Christopher,GBR,Great Britain,Swimming,1996
Men,50 m Freestyle B2,Silver,CORRAL Pablo,ESP,Spain,Swimming,1996
Men,50 m Freestyle B3,Bronze,WU Walter,CAN,Canada,Swimming,1996
Men,50 m Freestyle MH,Gold,HOUTSMA Alwin,NED,Netherlands,Swimming,1996
Men,50 m Freestyle MH,Silver,FITZPATRICK Grant,AUS,Australia,Swimming,1996
Men,100 m Freestyle S2,Gold,ANDERSON James,GBR,Great Britain,Swimming,1996
Men,100 m Freestyle S2,Silver,MCGREGOR Alan,GBR,Great Britain,Swimming,1996
Men,100 m Freestyle S3,Gold,EDSTROM Petter,SWE,Sweden,Swimming,1996
Men,100 m Freestyle S4,Gold,ORIBE Richard,ESP,Spain,Swimming,1996
Men,100 m Freestyle S5,Gold,FUERTES Juan,ESP,Spain,Swimming,1996
Men,100 m Freestyle S5,Silver,LUERIG Lars,GER,Germany,Swimming,1996
Men,100 m Freestyle S5,Bronze,SLECZKA Krzysztof,POL,Poland,Swimming,1996
Men,100 m Freestyle S7,Gold,LINDMANN Eric,FRA,France,Swimming,1996
Men,100 m Freestyle S7,Silver,ALEXANDER Tony,CAN,Canada,Swimming,1996
Men,100 m Freestyle S8,Silver,KIMMIG Holger,GER,Germany,Swimming,1996
Men,100 m Freestyle S9,Gold,ALICEA Luis,USA,USA,Swimming,1996
Men,100 m Freestyle S9,Silver,STURKENBOOM Rutger,NED,Netherlands,Swimming,1996
Men,100 m Freestyle S10,Gold,DE GROOT Alwin,NED,Netherlands,Swimming,1996
Men,100 m Freestyle S10,Silver,LOEFFLER Stefan,GER,Germany,Swimming,1996
Men,100 m Freestyle S10,Bronze,ENGELSMAN Jurjen,NED,Netherlands,Swimming,1996
Men,100 m Freestyle B1,Silver,KELLY Daniel,USA,USA,Swimming,1996
Men,100 m Freestyle B1,Bronze,REDDISH Tim,GBR,Great Britain,Swimming,1996
Men,100 m Freestyle B2,Gold,HOLMES Christopher,GBR,Great Britain,Swimming,1996
Men,100 m Freestyle B2,Silver,BUGARIN Kingsley,AUS,Australia,Swimming,1996
Men,100 m Freestyle B3,Gold,WU Walter,CAN,Canada,Swimming,1996
Men,100 m Freestyle MH,Gold,HOUTSMA Alwin,NED,Netherlands,Swimming,1996
Men,100 m Freestyle MH,Silver,FITZPATRICK Grant,AUS,Australia,Swimming,1996
Men,200 m Freestyle S3,Silver,EDSTROM Petter,SWE,Sweden,Swimming,1996
Men,200 m Freestyle S4,Gold,ORIBE Richard,ESP,Spain,Swimming,1996
Men,200 m Freestyle S4,Bronze,THOMPSON James,USA,USA,Swimming,1996
Men,200 m Freestyle S5,Gold,LUERIG Lars,GER,Germany,Swimming,1996
Men,200 m Freestyle S5,Silver,FUERTES Juan,ESP,Spain,Swimming,1996
Men,200 m Freestyle S5,Bronze,SLECZKA Krzysztof,POL,Poland,Swimming,1996
Men,400 m Freestyle S7,Gold,LINDMANN Eric,FRA,France,Swimming,1996
Men,400 m Freestyle S7,Bronze,DELPY Frederic,FRA,France,Swimming,1996
Men,400 m Freestyle S8,Gold,WENING Jason,USA,USA,Swimming,1996
Men,400 m Freestyle S8,Silver,KIMMIG Holger,GER,Germany,Swimming,1996
Men,400 m Freestyle S9,Gold,TORNERO Enrique,ESP,Spain,Swimming,1996
Men,400 m Freestyle S9,Silver,ALICEA Luis,USA,USA,Swimming,1996
Men,400 m Freestyle S9,Bronze,HALEY Andrew,CAN,Canada,Swimming,1996
Men,400 m Freestyle S10,Gold,DE GROOT Alwin,NED,Netherlands,Swimming,1996
Men,400 m Freestyle S10,Silver,LOEFFLER Stefan,GER,Germany,Swimming,1996
Men,400 m Freestyle S10,Bronze,WOODS Marc,GBR,Great Britain,Swimming,1996
Men,400 m Freestyle B2,Gold,HARDY Jeffrey,AUS,Australia,Swimming,1996
Men,400 m Freestyle B2,Silver,SEGARRA Francisco,ESP,Spain,Swimming,1996
Men,400 m Freestyle B2,Bronze,BUGARIN Kingsley,AUS,Australia,Swimming,1996
Men,400 m Freestyle B3,Gold,WU Walter,CAN,Canada,Swimming,1996
Men,400 m Freestyle B3,Bronze,FOX Christopher,GBR,Great Britain,Swimming,1996
Men,50 m Backstroke S2,Gold,ANDERSON James,GBR,Great Britain,Swimming,1996
Men,50 m Backstroke S2,Silver,PIESAK Miroslaw,POL,Poland,Swimming,1996
Men,50 m Backstroke S2,Bronze,MCGREGOR Alan,GBR,Great Britain,Swimming,1996
Men,50 m Backstroke S3,Silver,BADIE Claude,FRA,France,Swimming,1996
Men,50 m Backstroke S3,Bronze,EDSTROM Petter,SWE,Sweden,Swimming,1996
Men,50 m Backstroke S4,Silver,BELLOT Pierre,FRA,France,Swimming,1996
Men,50 m Backstroke S4,Bronze,LAUFENBERG Craig,USA,USA,Swimming,1996
Men,50 m Backstroke S5,Bronze,PINARD Pascal,FRA,France,Swimming,1996
Men,100 m Backstroke S6,Gold,ZHU Weiming,CHN,China,Swimming,1996
Men,100 m Backstroke S6,Silver,BURNS Gregory,USA,USA,Swimming,1996
Men,100 m Backstroke S7,Gold,LINDMANN Eric,FRA,France,Swimming,1996
Men,100 m Backstroke S7,Silver,LINDSAY Andrew,GBR,Great Britain,Swimming,1996
Men,100 m Backstroke S8,Gold,KIMMIG Holger,GER,Germany,Swimming,1996
Men,100 m Backstroke S8,Bronze,JAEHRIG Geert,GER,Germany,Swimming,1996
Men,100 m Backstroke S9,Bronze,SCHMIDT Detlef,GER,Germany,Swimming,1996
Men,100 m Backstroke S10,Gold,DE GROOT Alwin,NED,Netherlands,Swimming,1996
Men,100 m Backstroke S10,Silver,WOODS Marc,GBR,Great Britain,Swimming,1996
Men,100 m Backstroke S10,Bronze,ENGELSMAN Jurjen,NED,Netherlands,Swimming,1996
Men,100 m Backstroke B1,Gold,KELLY Daniel,USA,USA,Swimming,1996
Men,100 m Backstroke B2,Gold,HOLMES Christopher,GBR,Great Britain,Swimming,1996
Men,100 m Backstroke B2,Silver,SEGARRA Francisco,ESP,Spain,Swimming,1996
Men,100 m Backstroke B3,Gold,WU Walter,CAN,Canada,Swimming,1996
Men,100 m Backstroke B3,Bronze,LENTINK Jurgen,NED,Netherlands,Swimming,1996
Men,50 m Breaststroke SB2,Gold,THOMPSON James,USA,USA,Swimming,1996
Men,50 m Breaststroke SB3,Gold,FRITSCHE Christian,GER,Germany,Swimming,1996
Men,50 m Breaststroke SB3,Bronze,HARRIS Garth,CAN,Canada,Swimming,1996
Men,100 m Breaststroke SB4,Gold,PINARD Pascal,FRA,France,Swimming,1996
Men,100 m Breaststroke SB4,Silver,TEN Ricardo,ESP,Spain,Swimming,1996
Men,100 m Breaststroke SB5,Gold,ENGEL Kasper,NED,Netherlands,Swimming,1996
Men,100 m Breaststroke SB5,Bronze,PAULSON Aaron,USA,USA,Swimming,1996
Men,100 m Breaststroke SB6,Gold,IGLESIAS Jesus,ESP,Spain,Swimming,1996
Men,100 m Breaststroke SB6,Bronze,SCHLUBECK Matthias,GER,Germany,Swimming,1996
Men,100 m Breaststroke SB7,Gold,GONG Baoren,CHN,China,Swimming,1996
Men,100 m Breaststroke SB7,Silver,KINDRED Sascha,GBR,Great Britain,Swimming,1996
Men,100 m Breaststroke SB7,Bronze,VAN GEEL Laurentius,NED,Netherlands,Swimming,1996
Men,100 m Breaststroke SB8,Bronze,GUO Yongzhong,CHN,China,Swimming,1996
Men,100 m Breaststroke SB9,Gold,ENGELSMAN Jurjen,NED,Netherlands,Swimming,1996
Men,100 m Breaststroke SB9,Silver,DE GROOT Alwin,NED,Netherlands,Swimming,1996
Men,100 m Breaststroke SB10,Gold,LOEFFLER Stefan,GER,Germany,Swimming,1996
Men,100 m Breaststroke SB10,Silver,KJELLQVIST Tomas,SWE,Sweden,Swimming,1996
Men,100 m Breaststroke SB10,Bronze,KOFLER Mario,GER,Germany,Swimming,1996
Men,100 m Breaststroke B1,Silver,KELLY Daniel,USA,USA,Swimming,1996
Men,100 m Breaststroke B2,Gold,BUGARIN Kingsley,AUS,Australia,Swimming,1996
Men,100 m Breaststroke B2,Silver,ARRIBAS Jose,ESP,Spain,Swimming,1996
Men,100 m Breaststroke B3,Bronze,LENTINK Jurgen,NED,Netherlands,Swimming,1996
Men,200 m Breaststroke B2,Gold,BUGARIN Kingsley,AUS,Australia,Swimming,1996
Men,50 m Butterfly S3,Silver,CAIRNS Kenneth,GBR,Great Britain,Swimming,1996
Men,50 m Butterfly S4,Silver,FRITSCHE Christian,GER,Germany,Swimming,1996
Men,50 m Butterfly S5,Gold,BUTLER Daniel,USA,USA,Swimming,1996
Men,50 m Butterfly S5,Silver,MAO Qiwen,CHN,China,Swimming,1996
Men,50 m Butterfly S5,Bronze,PINARD Pascal,FRA,France,Swimming,1996
Men,50 m Butterfly S6,Silver,XIA Kai,CHN,China,Swimming,1996
Men,100 m Butterfly S8,Gold,LONG Giles,GBR,Great Britain,Swimming,1996
Men,100 m Butterfly S9,Bronze,HALEY Andrew,CAN,Canada,Swimming,1996
Men,100 m Butterfly S10,Gold,CUNDY Jody,GBR,Great Britain,Swimming,1996
Men,100 m Butterfly S10,Silver,DE GROOT Alwin,NED,Netherlands,Swimming,1996
Men,100 m Butterfly S10,Bronze,BROCKENSHIRE Scott,AUS,Australia,Swimming,1996
Men,100 m Butterfly B2,Gold,HARDY Jeffrey,AUS,Australia,Swimming,1996
Men,100 m Butterfly B2,Silver,BUGARIN Kingsley,AUS,Australia,Swimming,1996
Men,100 m Butterfly B2,Bronze,KELLY Daniel,USA,USA,Swimming,1996
Men,100 m Butterfly B3,Gold,WU Walter,CAN,Canada,Swimming,1996
Men,100 m Butterfly B3,Silver,SHARPE Ian,GBR,Great Britain,Swimming,1996
Men,150 m Medley SM3,Gold,EDSTROM Petter,SWE,Sweden,Swimming,1996
Men,150 m Medley SM4,Gold,TORRES Javier,ESP,Spain,Swimming,1996
Men,150 m Medley SM4,Silver,SLECZKA Krzyzstof,POL,Poland,Swimming,1996
Men,200 m Medley SM5,Gold,PAWLOWSKI Arkadiusz,POL,Poland,Swimming,1996
Men,200 m Medley SM5,Silver,PINARD Pascal,FRA,France,Swimming,1996
Men,200 m Medley SM6,Bronze,GRIMM Thomas,GER,Germany,Swimming,1996
Men,200 m Medley SM7,Gold,LINDMANN Eric,FRA,France,Swimming,1996
Men,200 m Medley SM7,Silver,AHLSTAD Simon,SWE,Sweden,Swimming,1996
Men,200 m Medley SM8,Silver,KIMMIG Holger,GER,Germany,Swimming,1996
Men,200 m Medley SM8,Bronze,LONG Giles,GBR,Great Britain,Swimming,1996
Men,200 m Medley SM9,Silver,STURKENBOOM Rutger,NED,Netherlands,Swimming,1996
Men,200 m Medley SM10,Gold,DE GROOT Alwin,NED,Netherlands,Swimming,1996
Men,200 m Medley SM10,Silver,ENGELSMAN Jurjen,NED,Netherlands,Swimming,1996
Men,200 m Medley SM10,Bronze,LOEFFLER Stefan,GER,Germany,Swimming,1996
Men,200 m Medley B1,Gold,KELLY Daniel,USA,USA,Swimming,1996
Men,200 m Medley B1,Silver,REDDISH Tim,GBR,Great Britain,Swimming,1996
Men,200 m Medley B2,Gold,BUGARIN Kingsley,AUS,Australia,Swimming,1996
Men,200 m Medley B2,Silver,HOLMES Christopher,GBR,Great Britain,Swimming,1996
Men,200 m Medley B2,Bronze,HARDY Jeffrey,AUS,Australia,Swimming,1996
Men,200 m Medley B3,Gold,WU Walter,CAN,Canada,Swimming,1996
Women,50 m Freestyle S2,Gold,CARRACELAS Sara,ESP,Spain,Swimming,1996
Women,50 m Freestyle S2,Bronze,BROADRIBB Victoria,GBR,Great Britain,Swimming,1996
Women,50 m Freestyle S3,Gold,GONZALEZ Aranzazu,ESP,Spain,Swimming,1996
Women,50 m Freestyle S3,Bronze,CONRADI Annke,GER,Germany,Swimming,1996
Women,50 m Freestyle S4,Silver,ESPENHAYN Kay,GER,Germany,Swimming,1996
Women,50 m Freestyle S5,Gold,HESS Beatrice,FRA,France,Swimming,1996
Women,50 m Freestyle S5,Bronze,MCELENY Margaret,GBR,Great Britain,Swimming,1996
Women,50 m Freestyle S6,Gold,LOISEAU Ludivine,FRA,France,Swimming,1996
Women,50 m Freestyle S6,Silver,ESLING Jeanette,GBR,Great Britain,Swimming,1996
Women,50 m Freestyle S6,Bronze,LIDDELL Karni,AUS,Australia,Swimming,1996
Women,50 m Freestyle S7,Gold,POHL Daniela,GER,Germany,Swimming,1996
Women,50 m Freestyle S7,Silver,OLIVER Tracey,AUS,Australia,Swimming,1996
Women,50 m Freestyle S8,Silver,COOPER Priya,AUS,Australia,Swimming,1996
Women,50 m Freestyle S8,Bronze,LEVY Brenda,USA,USA,Swimming,1996
Women,50 m Freestyle S9,Gold,LUNCHER Joyce,USA,USA,Swimming,1996
Women,50 m Freestyle S10,Gold,HENGST Claudia,GER,Germany,Swimming,1996
Women,50 m Freestyle S10,Silver,YOUNG Judith,AUS,Australia,Swimming,1996
Women,50 m Freestyle B1,Gold,NILSSON Eila,SWE,Sweden,Swimming,1996
Women,50 m Freestyle B1,Silver,CROSS Tracey,AUS,Australia,Swimming,1996
Women,50 m Freestyle B1,Bronze,BURTON Janice,GBR,Great Britain,Swimming,1996
Women,50 m Freestyle B2,Silver,ZORN Trischa,USA,USA,Swimming,1996
Women,50 m Freestyle B2,Bronze,FERNANDEZ Maria Angeles,ESP,Spain,Swimming,1996
Women,50 m Freestyle B3,Gold,HOPF Yvonne,GER,Germany,Swimming,1996
Women,50 m Freestyle B3,Silver,HENKE Daniela,GER,Germany,Swimming,1996
Women,50 m Freestyle B3,Bronze,ROSS Marie Claire,CAN,Canada,Swimming,1996
Women,50 m Freestyle MH,Gold,WISCOMBE Tracy,GBR,Great Britain,Swimming,1996
Women,100 m Freestyle S2,Bronze,CARRACELAS Sara,ESP,Spain,Swimming,1996
Women,100 m Freestyle S3,Gold,GONZALEZ Aranzazu,ESP,Spain,Swimming,1996
Women,100 m Freestyle S3,Silver,CONRADI Annke,GER,Germany,Swimming,1996
Women,100 m Freestyle S4,Silver,ESPENHAYN Kay,GER,Germany,Swimming,1996
Women,100 m Freestyle S4,Bronze,BRUDER Aimee,USA,USA,Swimming,1996
Women,100 m Freestyle S5,Gold,HESS Beatrice,FRA,France,Swimming,1996
Women,100 m Freestyle S5,Bronze,MCELENY Margaret,GBR,Great Britain,Swimming,1996
Women,100 m Freestyle S6,Gold,ESLING Jeanette,GBR,Great Britain,Swimming,1996
Women,100 m Freestyle S6,Silver,LOISEAU Ludivine,FRA,France,Swimming,1996
Women,100 m Freestyle S7,Gold,POHL Daniela,GER,Germany,Swimming,1996
Women,100 m Freestyle S7,Silver,RIERA Mireia,ESP,Spain,Swimming,1996
Women,100 m Freestyle S8,Gold,COOPER Priya,AUS,Australia,Swimming,1996
Women,100 m Freestyle S8,Bronze,REUVEKAMP Petra,NED,Netherlands,Swimming,1996
Women,100 m Freestyle S9,Gold,LUNCHER Joyce,USA,USA,Swimming,1996
Women,100 m Freestyle S9,Silver,CARLTON Melissa,AUS,Australia,Swimming,1996
Women,100 m Freestyle S10,Gold,HENGST Claudia,GER,Germany,Swimming,1996
Women,100 m Freestyle S10,Silver,DASHWOOD Gemma,AUS,Australia,Swimming,1996
Women,100 m Freestyle S10,Bronze,BAILEY Sarah,GBR,Great Britain,Swimming,1996
Women,100 m Freestyle B1,Gold,NILSSON Eila,SWE,Sweden,Swimming,1996
Women,100 m Freestyle B1,Silver,ROEHLE Daniela,GER,Germany,Swimming,1996
Women,100 m Freestyle B2,Silver,FERNANDEZ Maria Angeles,ESP,Spain,Swimming,1996
Women,100 m Freestyle B2,Bronze,ZORN Trischa,USA,USA,Swimming,1996
Women,100 m Freestyle B3,Gold,HOPF Yvonne,GER,Germany,Swimming,1996
Women,100 m Freestyle B3,Silver,HENKE Daniela,GER,Germany,Swimming,1996
Women,100 m Freestyle B3,Bronze,ROSS Marie Claire,CAN,Canada,Swimming,1996
Women,100 m Freestyle MH,Gold,WISCOMBE Tracy,GBR,Great Britain,Swimming,1996
Women,100 m Freestyle MH,Silver,SULLIVAN Carla,AUS,Australia,Swimming,1996
Women,100 m Freestyle MH,Bronze,BARKER Petrea,AUS,Australia,Swimming,1996
Women,200 m Freestyle S4,Gold,ESPENHAYN Kay,GER,Germany,Swimming,1996
Women,200 m Freestyle S4,Bronze,BRUDER Aimee,USA,USA,Swimming,1996
Women,200 m Freestyle S5,Gold,HESS Beatrice,FRA,France,Swimming,1996
Women,200 m Freestyle S5,Bronze,MCELENY Margaret,GBR,Great Britain,Swimming,1996
Women,200 m Freestyle S6,Silver,LOISEAU Ludivine,FRA,France,Swimming,1996
Women,200 m Freestyle S6,Bronze,ESLING Jeanette,GBR,Great Britain,Swimming,1996
Women,400 m Freestyle S7,Gold,BORNEMANN Rebeccah,CAN,Canada,Swimming,1996
Women,400 m Freestyle S7,Silver,WOLFE Julie,USA,USA,Swimming,1996
Women,400 m Freestyle S7,Bronze,RIERA Mireia,ESP,Spain,Swimming,1996
Women,400 m Freestyle S8,Gold,COOPER Priya,AUS,Australia,Swimming,1996
Women,400 m Freestyle S8,Silver,REUVEKAMP Petra,NED,Netherlands,Swimming,1996
Women,400 m Freestyle S8,Bronze,FALZON Janelle,AUS,Australia,Swimming,1996
Women,400 m Freestyle S9,Gold,CARLTON Melissa,AUS,Australia,Swimming,1996
Women,400 m Freestyle S10,Gold,DASHWOOD Gemma,AUS,Australia,Swimming,1996
Women,400 m Freestyle S10,Silver,BAILEY Sarah,GBR,Great Britain,Swimming,1996
Women,400 m Freestyle S10,Bronze,HENGST Claudia,GER,Germany,Swimming,1996
Women,400 m Freestyle B2,Gold,EASTER Melanie,GBR,Great Britain,Swimming,1996
Women,400 m Freestyle B2,Silver,ZORN Trischa,USA,USA,Swimming,1996
Women,400 m Freestyle B2,Bronze,FERNANDEZ Maria Angeles,ESP,Spain,Swimming,1996
Women,50 m Backstroke S2,Gold,CARRACELAS Sara,ESP,Spain,Swimming,1996
Women,50 m Backstroke S3,Gold,GONZALEZ Aranzazu,ESP,Spain,Swimming,1996
Women,50 m Backstroke S3,Bronze,CONRADI Annke,GER,Germany,Swimming,1996
Women,50 m Backstroke S4,Gold,ESPENHAYN Kay,GER,Germany,Swimming,1996
Women,50 m Backstroke S5,Gold,HESS Beatrice,FRA,France,Swimming,1996
Women,50 m Backstroke S5,Silver,D'URZO Corinne,FRA,France,Swimming,1996
Women,50 m Backstroke S5,Bronze,STIDEVER Jane,GBR,Great Britain,Swimming,1996
Women,100 m Backstroke S6,Bronze,ZHOU Xiangrong,CHN,China,Swimming,1996
Women,100 m Backstroke S7,Bronze,WALKER Elisabeth,CAN,Canada,Swimming,1996
Women,100 m Backstroke S8,Gold,COOPER Priya,AUS,Australia,Swimming,1996
Women,100 m Backstroke S8,Silver,VIVES Silvia,ESP,Spain,Swimming,1996
Women,100 m Backstroke S8,Bronze,FALZON Janelle,AUS,Australia,Swimming,1996
Women,100 m Backstroke S9,Gold,NANNENBERG Jacqueline,NED,Netherlands,Swimming,1996
Women,100 m Backstroke S9,Silver,MICHALCZYK Katarzyna,POL,Poland,Swimming,1996
Women,100 m Backstroke S9,Bronze,CARLTON Melissa,AUS,Australia,Swimming,1996
Women,100 m Backstroke S10,Gold,BAILEY Sarah,GBR,Great Britain,Swimming,1996
Women,100 m Backstroke S10,Silver,NORRIS Karen,USA,USA,Swimming,1996
Women,100 m Backstroke S10,Bronze,YOUNG Judith,AUS,Australia,Swimming,1996
Women,100 m Backstroke B1,Gold,SAAVEDRA Raquel,ESP,Spain,Swimming,1996
Women,100 m Backstroke B1,Bronze,DONG Qiming,CHN,China,Swimming,1996
Women,100 m Backstroke B2,Gold,ZORN Trischa,USA,USA,Swimming,1996
Women,100 m Backstroke B2,Bronze,GARCIA-ARCICOLLAR Ana,ESP,Spain,Swimming,1996
Women,100 m Backstroke B3,Gold,HOPF Yvonne,GER,Germany,Swimming,1996
Women,100 m Backstroke B3,Silver,ROSS Marie Claire,CAN,Canada,Swimming,1996
Women,100 m Backstroke B3,Bronze,SCOTT Elizabeth,USA,USA,Swimming,1996
Women,50 m Breaststroke SB3,Silver,MCELENY Margaret,GBR,Great Britain,Swimming,1996
Women,50 m Breaststroke SB3,Bronze,ESPENHAYN Kay,GER,Germany,Swimming,1996
Women,100 m Breaststroke SB4,Silver,OLOFSSON Sara,SWE,Sweden,Swimming,1996
Women,100 m Breaststroke SB4,Bronze,VIKGREN Maria,SWE,Sweden,Swimming,1996
Women,100 m Breaststroke SB5,Gold,WADDELL Camille,USA,USA,Swimming,1996
Women,100 m Breaststroke SB6,Gold,OKUPNIAK Malgorzata,POL,Poland,Swimming,1996
Women,100 m Breaststroke SB6,Silver,OKOCZUK Edyta,POL,Poland,Swimming,1996
Women,100 m Breaststroke SB6,Bronze,LAMPERS Gerda,NED,Netherlands,Swimming,1996
Women,100 m Breaststroke SB7,Silver,SCHRETZMANN Beate,GER,Germany,Swimming,1996
Women,100 m Breaststroke SB7,Bronze,REUVEKAMP Petra,NED,Netherlands,Swimming,1996
Women,100 m Breaststroke SB8,Gold,SHI Tieyin,CHN,China,Swimming,1996
Women,100 m Breaststroke SB8,Silver,TRAMUNS Laura,ESP,Spain,Swimming,1996
Women,100 m Breaststroke SB8,Bronze,VAN AMELSVOORT Syreeta,NED,Netherlands,Swimming,1996
Women,100 m Breaststroke SB9,Silver,LUNCHER Joyce,USA,USA,Swimming,1996
Women,100 m Breaststroke SB9,Bronze,REINA Begona,ESP,Spain,Swimming,1996
Women,100 m Breaststroke SB10,Gold,BAILEY Sarah,GBR,Great Britain,Swimming,1996
Women,100 m Breaststroke SB10,Silver,YOUNG Judith,AUS,Australia,Swimming,1996
Women,100 m Breaststroke B2,Silver,BARRETT Elaine,GBR,Great Britain,Swimming,1996
Women,100 m Breaststroke B2,Bronze,ZORN Trischa,USA,USA,Swimming,1996
Women,100 m Breaststroke B3,Gold,ROSS Marie Claire,CAN,Canada,Swimming,1996
Women,100 m Breaststroke B3,Silver,HENKE Daniela,GER,Germany,Swimming,1996
Women,100 m Breaststroke B3,Bronze,SCOTT Elizabeth,USA,USA,Swimming,1996
Women,200 m Breaststroke B2,Silver,BARRETT Elaine,GBR,Great Britain,Swimming,1996
Women,200 m Breaststroke B2,Bronze,GARCIA-ARCICOLLAR Ana,ESP,Spain,Swimming,1996
Women,50 m Butterfly S5,Gold,HESS Beatrice,FRA,France,Swimming,1996
Women,50 m Butterfly S6,Gold,GOETZE Maria,GER,Germany,Swimming,1996
Women,50 m Butterfly S6,Silver,SCHRETZMANN Beate,GER,Germany,Swimming,1996
Women,50 m Butterfly S6,Bronze,WRIGHT Elizabeth,AUS,Australia,Swimming,1996
Women,50 m Butterfly S7,Bronze,OKUPNIAK Malgorzata,POL,Poland,Swimming,1996
Women,100 m Butterfly S8,Gold,VAN AMELSVOORT Syreeta,NED,Netherlands,Swimming,1996
Women,100 m Butterfly S8,Silver,VIVES Silvia,ESP,Spain,Swimming,1996
Women,100 m Butterfly S8,Bronze,COOPER Priya,AUS,Australia,Swimming,1996
Women,100 m Butterfly S9,Gold,LUNCHER Joyce,USA,USA,Swimming,1996
Women,100 m Butterfly S9,Silver,CARLTON Melissa,AUS,Australia,Swimming,1996
Women,100 m Butterfly S10,Gold,DASHWOOD Gemma,AUS,Australia,Swimming,1996
Women,100 m Butterfly S10,Silver,YOUNG Judith,AUS,Australia,Swimming,1996
Women,100 m Butterfly S10,Bronze,BERNARDO Ana,ESP,Spain,Swimming,1996
Women,100 m Butterfly B1,Gold,CROSS Tracey,AUS,Australia,Swimming,1996
Women,100 m Butterfly B1,Bronze,BURTON Janice,GBR,Great Britain,Swimming,1996
